naics,naics_title,sic,sic_description
517111,Wired Telecommunications Carriers ,7375,Information Retrieval Services
517112,Wireless Telecommunications Carriers (except Satellite),4812,Radiotelephone Communication
517112,Wireless Telecommunications Carriers (except Satellite),4899,"Communication Services, Nec"
517121,Telecommunications Resellers,4812,Radiotelephone Communication
517121,Telecommunications Resellers,4813,"Telephone Communication, Except Radio"
517122,Agents for Wireless Telecommunications Services,4813,"Telephone Communication, Except Radio"
517122,Agents for Wireless Telecommunications Services,4822,Telegraph and Other Communications
517122,Agents for Wireless Telecommunications Services,4841,Cable and Other Pay Television Services
517122,Agents for Wireless Telecommunications Services,7375,Information Retrieval Services
517410,Satellite Telecommunications,4899,"Communication Services, Nec"
517810,All Other Telecommunications ,4899,"Communication Services, Nec"
517810,All Other Telecommunications ,7375,Information Retrieval Services
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",7374,Data Processing and Preparation
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",7379,"Computer Related Services, Nec"
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",7389,"Business Services, Nec"
519210,Libraries and Archives ,7829,Motion Picture Distribution Services
519210,Libraries and Archives ,8231,Libraries
519290,Web Search Portals and All Other Information Services,7389,"Business Services, Nec"
521110,Monetary Authorities-Central Bank,6011,Federal Reserve Banks
522110,Commercial Banking ,6021,National Commercial Banks
522110,Commercial Banking ,6022,State Commercial Banks
522110,Commercial Banking ,6029,"Commercial Banks, Nec"
522110,Commercial Banking ,6081,Foreign Bank and Branches and Agencies
522130,Credit Unions ,6061,Federal Credit Unions
522130,Credit Unions ,6062,State Credit Unions
522180,Savings Institutions and Other Depository Credit Intermediation ,6022,State Commercial Banks
522180,Savings Institutions and Other Depository Credit Intermediation ,6035,Federal Savings Institutions
522180,Savings Institutions and Other Depository Credit Intermediation ,6036,"Savings Institutions, Except Federal"
522210,Credit Card Issuing ,6021,National Commercial Banks
522210,Credit Card Issuing ,6022,State Commercial Banks
522210,Credit Card Issuing ,6141,Personal Credit Institutions
522210,Credit Card Issuing ,6153,Short-term Business Credit
522220,Sales Financing ,6141,Personal Credit Institutions
522220,Sales Financing ,6153,Short-term Business Credit
522220,Sales Financing ,6159,Miscellaneous Business Credit
522291,Consumer Lending ,6141,Personal Credit Institutions
522292,Real Estate Credit ,6111,Federal and Federally Sponsored Credit
522292,Real Estate Credit ,6159,Miscellaneous Business Credit
522292,Real Estate Credit ,6162,Mortgage Bankers and Correspondents
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6081,Foreign Bank and Branches and Agencies
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6082,Foreign Trade and International Banks
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6111,Federal and Federally Sponsored Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6159,Miscellaneous Business Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6111,Federal and Federally Sponsored Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6159,Miscellaneous Business Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",5932,Used Merchandise Stores
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6019,"Central Reserve Depository, Nec"
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6081,Foreign Bank and Branches and Agencies
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6082,Foreign Trade and International Banks
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6111,Federal and Federally Sponsored Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6141,Personal Credit Institutions
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6153,Short-term Business Credit
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation ",6159,Miscellaneous Business Credit
522310,Mortgage and Nonmortgage Loan Brokers ,6163,Loan Brokers
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",6099,Functions Related To Depository Banking
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",6153,Short-term Business Credit
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",7389,"Business Services, Nec"
522390,Other Activities Related to Credit Intermediation ,6099,Functions Related To Depository Banking
522390,Other Activities Related to Credit Intermediation ,6162,Mortgage Bankers and Correspondents
523150,Investment Banking and Securities Intermediation ,6211,Security Brokers and Dealers
523150,Investment Banking and Securities Intermediation ,6211,Security Brokers and Dealers
523160,Commodity Contracts Intermediation ,6099,Functions Related To Depository Banking
523160,Commodity Contracts Intermediation ,6221,"Commodity Contracts Brokers, Dealers"
523160,Commodity Contracts Intermediation ,6799,"Investors, Nec"
523160,Commodity Contracts Intermediation ,6221,"Commodity Contracts Brokers, Dealers"
523210,Securities and Commodity Exchanges,6231,Security and Commodity Exchanges
523910,Miscellaneous Intermediation ,6153,Short-term Business Credit
523910,Miscellaneous Intermediation ,6211,Security Brokers and Dealers
523910,Miscellaneous Intermediation ,6792,Oil Royalty Traders
523910,Miscellaneous Intermediation ,6799,"Investors, Nec"
523940,Portfolio Management and Investment Advice ,6282,Investment Advice
523940,Portfolio Management and Investment Advice ,6371,"Pension, Health, and Welfare Funds"
523940,Portfolio Management and Investment Advice ,6733,"Trusts, Nec"
523940,Portfolio Management and Investment Advice ,6799,"Investors, Nec"
523940,Portfolio Management and Investment Advice ,6282,Investment Advice
523991,"Trust, Fiduciary, and Custody Activities ",6091,Nondeposit Trust Facilities
523991,"Trust, Fiduciary, and Custody Activities ",6099,Functions Related To Depository Banking
523991,"Trust, Fiduciary, and Custody Activities ",6289,Security and Commodity Service
523991,"Trust, Fiduciary, and Custody Activities ",6733,"Trusts, Nec"
523999,Miscellaneous Financial Investment Activities ,6211,Security Brokers and Dealers
523999,Miscellaneous Financial Investment Activities ,6289,Security and Commodity Service
524113,Direct Life Insurance Carriers ,6311,Life Insurance
524113,Direct Life Insurance Carriers ,6321,Accident and Health Insurance
524114,Direct Health and Medical Insurance Carriers ,6321,Accident and Health Insurance
524114,Direct Health and Medical Insurance Carriers ,6324,Hospital and Medical Service Plans
524126,Direct Property and Casualty Insurance Carriers ,6331,"Fire, Marine, and Casualty Insurance"
524126,Direct Property and Casualty Insurance Carriers ,6351,Surety Insurance
524127,Direct Title Insurance Carriers ,6361,Title Insurance
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",6311,Life Insurance
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",6331,"Fire, Marine, and Casualty Insurance"
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",6351,Surety Insurance
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",6399,"Insurance Carriers, Nec"
524130,Reinsurance Carriers ,6311,Life Insurance
524130,Reinsurance Carriers ,6321,Accident and Health Insurance
524130,Reinsurance Carriers ,6324,Hospital and Medical Service Plans
524130,Reinsurance Carriers ,6331,"Fire, Marine, and Casualty Insurance"
524130,Reinsurance Carriers ,6351,Surety Insurance
524130,Reinsurance Carriers ,6361,Title Insurance
524210,Insurance Agencies and Brokerages ,6411,"Insurance Agents, Brokers, and Service"
524291,Claims Adjusting ,6411,"Insurance Agents, Brokers, and Service"
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds ,6371,"Pension, Health, and Welfare Funds"
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds ,6411,"Insurance Agents, Brokers, and Service"
524298,All Other Insurance Related Activities ,6411,"Insurance Agents, Brokers, and Service"
525110,Pension Funds ,6371,"Pension, Health, and Welfare Funds"
525120,Health and Welfare Funds ,6371,"Pension, Health, and Welfare Funds"
525190,Other Insurance Funds ,6321,Accident and Health Insurance
525190,Other Insurance Funds ,6324,Hospital and Medical Service Plans
525190,Other Insurance Funds ,6331,"Fire, Marine, and Casualty Insurance"
525190,Other Insurance Funds ,6733,"Trusts, Nec"
525910,Open-End Investment Funds ,6722,"Management Investment, Open-ended"
525920,"Trusts, Estates, and Agency Accounts ",6733,"Trusts, Nec"
525990,Other Financial Vehicles ,6371,"Pension, Health, and Welfare Funds"
525990,Other Financial Vehicles ,6726,"Investment Offices, Nec"
525990,Other Financial Vehicles ,6798,Real Estate Investment Trusts
531110,Lessors of Residential Buildings and Dwellings ,6513,Apartment Building Operators
531110,Lessors of Residential Buildings and Dwellings ,6514,"Dwelling Operators, Except Apartments"
531110,Lessors of Residential Buildings and Dwellings ,6531,Real Estate Agents and Managers
531110,Lessors of Residential Buildings and Dwellings ,6798,Real Estate Investment Trusts
531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,6512,Nonresidential Building Operators
531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,6798,Real Estate Investment Trusts
531130,Lessors of Miniwarehouses and Self-Storage Units ,4225,General Warehousing and Storage
531130,Lessors of Miniwarehouses and Self-Storage Units ,6798,Real Estate Investment Trusts
531190,Lessors of Other Real Estate Property ,6515,Mobile Home Site Operators
531190,Lessors of Other Real Estate Property ,6517,Railroad Property Lessors
531190,Lessors of Other Real Estate Property ,6519,"Real Property Lessors, Nec"
531190,Lessors of Other Real Estate Property ,6798,Real Estate Investment Trusts
531210,Offices of Real Estate Agents and Brokers,6531,Real Estate Agents and Managers
531311,Residential Property Managers ,6531,Real Estate Agents and Managers
531312,Nonresidential Property Managers ,6531,Real Estate Agents and Managers
531320,Offices of Real Estate Appraisers ,6531,Real Estate Agents and Managers
531390,Other Activities Related to Real Estate ,6531,Real Estate Agents and Managers
532111,Passenger Car Rental ,7514,Passenger Car Rental
532112,Passenger Car Leasing ,7515,Passenger Car Leasing
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",7513,"Truck Rental and Leasing, Without Drivers"
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",7519,Utility Trailer Rental
532210,Consumer Electronics and Appliances Rental,7359,"Equipment Rental and Leasing, Nec"
532281,Formal Wear and Costume Rental,7299,Miscellaneous Personal Services
532281,Formal Wear and Costume Rental,7819,Services Allied To Motion Pictures
532282,Video Tape and Disc Rental,7841,Video Tape Rental
532283,Home Health Equipment Rental ,7352,Medical Equipment Rental
532284,Recreational Goods Rental ,7999,"Amusement and Recreation, Nec"
532289,All Other Consumer Goods Rental ,7359,"Equipment Rental and Leasing, Nec"
532310,General Rental Centers,7359,"Equipment Rental and Leasing, Nec"
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",4499,"Water Transportation Services, Nec"
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",4741,Rental of Railroad Cars
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",7359,"Equipment Rental and Leasing, Nec"
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",7353,Heavy Construction Equipment Rental
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",7359,"Equipment Rental and Leasing, Nec"
532420,Office Machinery and Equipment Rental and Leasing,7359,"Equipment Rental and Leasing, Nec"
532420,Office Machinery and Equipment Rental and Leasing,7377,Computer Rental and Leasing
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7352,Medical Equipment Rental
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7359,"Equipment Rental and Leasing, Nec"
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7819,Services Allied To Motion Pictures
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,7922,Theatrical Producers and Services
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6792,Oil Royalty Traders
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6794,Patent Owners and Lessors
541110,Offices of Lawyers,8111,Legal Services
541120,Offices of Notaries,Aux,
541191,Title Abstract and Settlement Offices ,6541,Title abstract Offices
541199,All Other Legal Services ,7389,"Business Services, Nec"
541211,Offices of Certified Public Accountants ,8721,"Accounting, Auditing, and Bookkeeping"
541213,Tax Preparation Services ,7291,Tax Return Preparation Services
541214,Payroll Services ,7819,Services Allied To Motion Pictures
541214,Payroll Services ,8721,"Accounting, Auditing, and Bookkeeping"
541219,Other Accounting Services ,8721,"Accounting, Auditing, and Bookkeeping"
541310,Architectural Services,8712,Architectural Services
541320,Landscape Architectural Services,0781,Landscape Counseling and Planning
541320,Landscape Architectural Services,8748,"Business Consulting, Nec"
541330,Engineering Services,8711,Engineering Services
541330,Engineering Services,8748,"Business Consulting, Nec"
541340,Drafting Services,7389,"Business Services, Nec"
541350,Building Inspection Services,7389,"Business Services, Nec"
541360,Geophysical Surveying and Mapping Services,1081,Metal Mining Services
541360,Geophysical Surveying and Mapping Services,1382,Oil and Gas Exploration Services
541360,Geophysical Surveying and Mapping Services,1481,Nonmetallic Mineral Services
541360,Geophysical Surveying and Mapping Services,8713,Surveying Services
541370,Surveying and Mapping (except Geophysical) Services,7389,"Business Services, Nec"
541370,Surveying and Mapping (except Geophysical) Services,8713,Surveying Services
541380,Testing Laboratories and Services,8734,Testing Laboratories
541410,Interior Design Services,7389,"Business Services, Nec"
541420,Industrial Design Services,7389,"Business Services, Nec"
541430,Graphic Design Services,7336,Commercial Art and Graphic Design
541430,Graphic Design Services,8099,"Health and Allied Services, Nec"
541490,Other Specialized Design Services,7389,"Business Services, Nec"
541511,Custom Computer Programming Services ,7371,Custom Computer Programming Services
541512,Computer Systems Design Services ,7373,Computer Integrated Systems Design
541512,Computer Systems Design Services ,7379,"Computer Related Services, Nec"
541513,Computer Facilities Management Services ,7376,Computer Facilities Management
541519,Other Computer Related Services,7379,"Computer Related Services, Nec"
541611,Administrative Management and General Management Consulting Services ,8742,Management Consulting Services
541612,Human Resources Consulting Services ,7361,Employment Agencies
541612,Human Resources Consulting Services ,8742,Management Consulting Services
541612,Human Resources Consulting Services ,8999,"Services, Nec"
541613,Marketing Consulting Services ,8742,Management Consulting Services
541614,"Process, Physical Distribution, and Logistics Consulting Services ",4731,Freight Transportation Arrangement
541614,"Process, Physical Distribution, and Logistics Consulting Services ",8742,Management Consulting Services
541618,Other Management Consulting Services ,8748,"Business Consulting, Nec"
541620,Environmental Consulting Services,8999,"Services, Nec"
541690,Other Scientific and Technical Consulting Services,0781,Landscape Counseling and Planning
541690,Other Scientific and Technical Consulting Services,7819,Services Allied To Motion Pictures
541690,Other Scientific and Technical Consulting Services,8748,"Business Consulting, Nec"
541690,Other Scientific and Technical Consulting Services,8999,"Services, Nec"
541713,Research and Development in Nanotechnology ,3721,Aircraft (research and development not producing prototypes)
541713,Research and Development in Nanotechnology ,3724,Aircraft Engines and Engine Parts (research and development not producing prototypes)
541713,Research and Development in Nanotechnology ,3728,"Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)"
541713,Research and Development in Nanotechnology ,3761,Guided Missiles and Space Vehicles (research and development not producing prototypes)
541713,Research and Development in Nanotechnology ,3764,Space Propulsion Units and Parts (research and development not producing prototypes)
541713,Research and Development in Nanotechnology ,3769,"Space Vehicle Equipment, Nec (research and development not producing prototypes)"
541713,Research and Development in Nanotechnology ,8731,Commercial Physical Research
541713,Research and Development in Nanotechnology ,8733,Noncommercial Research Organizations
541714,Research and Development in Biotechnology (except Nanobiotechnology),8731,Commercial Physical Research
541714,Research and Development in Biotechnology (except Nanobiotechnology),8733,Noncommercial Research Organizations
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",8731,Commercial Physical Research
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",8733,Noncommercial Research Organizations
541720,Research and Development in the Social Sciences and Humanities ,8732,Commercial Nonphysical Research
541720,Research and Development in the Social Sciences and Humanities ,8733,Noncommercial Research Organizations
541810,Advertising Agencies,7311,Advertising Agencies
541820,Public Relations Agencies,8743,Public Relations Services
541830,Media Buying Agencies,7319,"Advertising, Nec"
541840,Media Representatives,7313,"Radio, Television, Publisher Representatives"
541850,Indoor and Outdoor Display Advertising,7312,Outdoor Advertising Services
541850,Indoor and Outdoor Display Advertising,7319,"Advertising, Nec"
541860,Direct Mail Advertising,7331,Direct Mail Advertising Services
541870,Advertising Material Distribution Services,7319,"Advertising, Nec"
541870,Advertising Material Distribution Services,7389,"Business Services, Nec"
541890,Other Services Related to Advertising ,5199,"Nondurable Goods, Nec"
541890,Other Services Related to Advertising ,7319,"Advertising, Nec"
541890,Other Services Related to Advertising ,7389,"Business Services, Nec"
541910,Marketing Research and Public Opinion Polling,8732,Commercial Nonphysical Research
541921,"Photography Studios, Portrait ",7221,"Photographic Studios, Portrait"
541922,Commercial Photography ,7335,Commercial Photography
541922,Commercial Photography ,8099,"Health and Allied Services, Nec"
541930,Translation and Interpretation Services,7389,"Business Services, Nec"
541940,Veterinary Services ,0741,Veterinary Services For Livestock
541940,Veterinary Services ,0742,"Veterinary Services, Specialties"
541940,Veterinary Services ,8734,Testing Laboratories
541990,"All Other Professional, Scientific, and Technical Services",4499,"Water Transportation Services, Nec"
541990,"All Other Professional, Scientific, and Technical Services",7299,Miscellaneous Personal Services
541990,"All Other Professional, Scientific, and Technical Services",7389,"Business Services, Nec"
541990,"All Other Professional, Scientific, and Technical Services",8999,"Services, Nec"
551111,Offices of Bank Holding Companies ,6712,Bank Holding Companies
551112,Offices of Other Holding Companies ,6719,"Holding Companies, Nec"
551114,"Corporate, Subsidiary, and Regional Managing Offices ",Aux,
561110,Office Administrative Services,8741,Management Services
561210,Facilities Support Services,8744,Facilities Support Services
561311,Employment Placement Agencies ,7299,Miscellaneous Personal Services
561311,Employment Placement Agencies ,7361,Employment Agencies
561311,Employment Placement Agencies ,7819,Services Allied To Motion Pictures
561311,Employment Placement Agencies ,7922,Theatrical Producers and Services
561312,Executive Search Services ,7361,Employment Agencies
561312,Executive Search Services ,8742,Management Consulting Services
561312,Executive Search Services ,8999,"Services, Nec"
561320,Temporary Help Services,7363,Help Supply Services
561330,Professional Employer Organizations,7363,Help Supply Services
561410,Document Preparation Services,7338,Secretarial and Court Reporting
561410,Document Preparation Services,7389,"Business Services, Nec"
561421,Telephone Answering Services ,7389,"Business Services, Nec"
561422,Telemarketing Bureaus and Other Contact Centers ,7389,"Business Services, Nec"
561431,Private Mail Centers ,7389,"Business Services, Nec"
561439,Other Business Service Centers (including Copy Shops) ,7334,Photocopying and Duplicating Services
561439,Other Business Service Centers (including Copy Shops) ,7389,"Business Services, Nec"
561440,Collection Agencies,7322,Adjustment and Collection Services
561440,Collection Agencies,7389,"Business Services, Nec"
561450,Credit Bureaus,7323,Credit Reporting Services
561491,Repossession Services ,7389,"Business Services, Nec"
561492,Court Reporting and Stenotype Services ,7338,Secretarial and Court Reporting
561499,All Other Business Support Services ,7389,"Business Services, Nec"
561510,Travel Agencies,4724,Travel Agencies
561520,Tour Operators,4725,Tour Operators
561591,Convention and Visitors Bureaus ,7389,"Business Services, Nec"
561599,All Other Travel Arrangement and Reservation Services ,4729,Passenger Transportation Arrangement
561599,All Other Travel Arrangement and Reservation Services ,7389,"Business Services, Nec"
561599,All Other Travel Arrangement and Reservation Services ,7922,Theatrical Producers and Services
561599,All Other Travel Arrangement and Reservation Services ,7999,"Amusement and Recreation, Nec"
561599,All Other Travel Arrangement and Reservation Services ,8699,"Membership Organizations, Nec"
561611,Investigation and Personal Background Check Services ,7381,Detective and Armored Car Services
561612,Security Guards and Patrol Services ,7381,Detective and Armored Car Services
561613,Armored Car Services ,7381,Detective and Armored Car Services
561621,Security Systems Services (except Locksmiths) ,7382,Security Systems Services
561622,Locksmiths ,7699,"Repair Services, Nec"
561710,Exterminating and Pest Control Services,4959,"Sanitary Services, Nec"
561710,Exterminating and Pest Control Services,7342,Disinfecting and Pest Control Services
561720,Janitorial Services ,4581,"Airports, Flying Fields, and Services"
561720,Janitorial Services ,7342,Disinfecting and Pest Control Services
561720,Janitorial Services ,7349,"Building Maintenance Services, Nec"
561730,Landscaping Services,0782,Lawn and Garden Services
561730,Landscaping Services,0783,Ornamental Shrub and Tree Services
561740,Carpet and Upholstery Cleaning Services,7217,Carpet and Upholstery Cleaning
561790,Other Services to Buildings and Dwellings ,1799,"Special Trade Contractors, Nec"
561790,Other Services to Buildings and Dwellings ,4959,"Sanitary Services, Nec"
561790,Other Services to Buildings and Dwellings ,7349,"Building Maintenance Services, Nec"
561790,Other Services to Buildings and Dwellings ,7389,"Business Services, Nec"
561790,Other Services to Buildings and Dwellings ,7699,"Repair Services, Nec"
561910,Packaging and Labeling Services,7389,"Business Services, Nec"
561920,Convention and Trade Show Organizers,7389,"Business Services, Nec"
561990,All Other Support Services,7299,Miscellaneous Personal Services
561990,All Other Support Services,7389,"Business Services, Nec"
562111,Solid Waste Collection ,4212,"Local Trucking, Without Storage"
562112,Hazardous Waste Collection ,4212,"Local Trucking, Without Storage"
562119,Other Waste Collection ,4212,"Local Trucking, Without Storage"
562211,Hazardous Waste Treatment and Disposal ,4953,Refuse Systems
562212,Solid Waste Landfill ,4953,Refuse Systems
562213,Solid Waste Combustors and Incinerators ,4953,Refuse Systems
562219,Other Nonhazardous Waste Treatment and Disposal ,4953,Refuse Systems
562910,Remediation Services ,1799,"Special Trade Contractors, Nec"
562910,Remediation Services ,4959,"Sanitary Services, Nec"
562920,Materials Recovery Facilities ,4953,Refuse Systems
562991,Septic Tank and Related Services ,7359,"Equipment Rental and Leasing, Nec"
562991,Septic Tank and Related Services ,7699,"Repair Services, Nec"
562998,All Other Miscellaneous Waste Management Services ,4959,"Sanitary Services, Nec"
562998,All Other Miscellaneous Waste Management Services ,7699,"Repair Services, Nec"
611110,Elementary and Secondary Schools ,8211,Elementary and Secondary Schools
611210,Junior Colleges ,8222,Junior Colleges
611310,"Colleges, Universities, and Professional Schools ",8221,Colleges and Universities
611410,Business and Secretarial Schools ,8244,Business and Secretarial Schools
611420,Computer Training ,8243,Data Processing Schools
611430,Professional and Management Development Training ,8299,Schools and Educational Services
611511,Cosmetology and Barber Schools ,7231,Beauty Shops
611511,Cosmetology and Barber Schools ,7241,Barber Shops
611512,Flight Training ,8249,"Vocational Schools, Nec"
611512,Flight Training ,8299,Schools and Educational Services
611513,Apprenticeship Training ,8249,"Vocational Schools, Nec"
611519,Other Technical and Trade Schools ,8243,Data Processing Schools
611519,Other Technical and Trade Schools ,8249,"Vocational Schools, Nec"
611519,Other Technical and Trade Schools ,8299,Schools and Educational Services
611610,Fine Arts Schools ,7911,"Dance Studios, Schools, and Halls"
611610,Fine Arts Schools ,8299,Schools and Educational Services
611620,Sports and Recreation Instruction ,7999,"Amusement and Recreation, Nec"
611620,Sports and Recreation Instruction ,8299,Schools and Educational Services
611630,Language Schools ,8299,Schools and Educational Services
611691,Exam Preparation and Tutoring ,8299,Schools and Educational Services
611692,Automobile Driving Schools ,8299,Schools and Educational Services
611699,All Other Miscellaneous Schools and Instruction ,7999,"Amusement and Recreation, Nec"
611699,All Other Miscellaneous Schools and Instruction ,8299,Schools and Educational Services
611710,Educational Support Services,8299,Schools and Educational Services
611710,Educational Support Services,8748,"Business Consulting, Nec"
621111,Offices of Physicians (except Mental Health Specialists) ,8011,Offices and Clinics of Medical Doctors
621111,Offices of Physicians (except Mental Health Specialists) ,8031,Offices and Clinics of Osteopathic Physicians
621112,"Offices of Physicians, Mental Health Specialists ",8011,Offices and Clinics of Medical Doctors
621112,"Offices of Physicians, Mental Health Specialists ",8031,Offices and Clinics of Osteopathic Physicians
621210,Offices of Dentists ,8021,Offices and Clinics of Dentists
621310,Offices of Chiropractors ,8041,Offices and Clinics of Chiropractors
621320,Offices of Optometrists,8042,Offices and Clinics of Optometrists
621330,Offices of Mental Health Practitioners (except Physicians) ,8049,Offices of Health Practitioner
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",8049,Offices of Health Practitioner
621391,Offices of Podiatrists ,8043,Offices and Clinics of Podiatrists
621399,Offices of All Other Miscellaneous Health Practitioners ,8049,Offices of Health Practitioner
621399,Offices of All Other Miscellaneous Health Practitioners ,8093,"Specialty Outpatient Clinics, Nec"
621410,Family Planning Centers ,8093,"Specialty Outpatient Clinics, Nec"
621410,Family Planning Centers ,8099,"Health and Allied Services, Nec"
621420,Outpatient Mental Health and Substance Abuse Centers ,8093,"Specialty Outpatient Clinics, Nec"
621491,HMO Medical Centers ,8011,Offices and Clinics of Medical Doctors
621492,Kidney Dialysis Centers ,8092,Kidney Dialysis Centers
621493,Freestanding Ambulatory Surgical and Emergency Centers ,8011,Offices and Clinics of Medical Doctors
621498,All Other Outpatient Care Centers ,8093,"Specialty Outpatient Clinics, Nec"
621511,Medical Laboratories ,8071,Medical Laboratories
621512,Diagnostic Imaging Centers ,8071,Medical Laboratories
621610,Home Health Care Services,8082,Home Health Care Services
621910,Ambulance Services ,4119,"Local Passenger Transportation, Nec"
621910,Ambulance Services ,4522,"Air Transportation, Nonscheduled"
621991,Blood and Organ Banks ,8099,"Health and Allied Services, Nec"
621999,All Other Miscellaneous Ambulatory Health Care Services ,8099,"Health and Allied Services, Nec"
622110,General Medical and Surgical Hospitals ,8062,General Medical and Surgical Hospitals
622110,General Medical and Surgical Hospitals ,8069,"Specialty Hospitals, Except Psychiatric"
622210,Psychiatric and Substance Abuse Hospitals ,8063,Psychiatric Hospitals
622210,Psychiatric and Substance Abuse Hospitals ,8069,"Specialty Hospitals, Except Psychiatric"
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,8069,"Specialty Hospitals, Except Psychiatric"
623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8051,Skilled Nursing Care Facilities
623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8052,Intermediate Care Facilities
623110,Nursing Care Facilities (Skilled Nursing Facilities) ,8059,"Nursing and Personal Care, Nec"
623210,Residential Intellectual and Developmental Disability Facilities ,8051,Skilled Nursing Care Facilities
623210,Residential Intellectual and Developmental Disability Facilities ,8052,Intermediate Care Facilities
623210,Residential Intellectual and Developmental Disability Facilities ,8059,"Nursing and Personal Care, Nec"
623210,Residential Intellectual and Developmental Disability Facilities ,8361,Residential Care
623220,Residential Mental Health and Substance Abuse Facilities ,8361,Residential Care
623311,Continuing Care Retirement Communities ,8051,Skilled Nursing Care Facilities
623311,Continuing Care Retirement Communities ,8052,Intermediate Care Facilities
623311,Continuing Care Retirement Communities ,8059,"Nursing and Personal Care, Nec"
623312,Assisted Living Facilities for the Elderly ,8361,Residential Care
623990,Other Residential Care Facilities ,8361,Residential Care
624110,Child and Youth Services ,8322,Individual and Family Services
624120,Services for the Elderly and Persons with Disabilities ,8322,Individual and Family Services
624190,Other Individual and Family Services ,8322,Individual and Family Services
624210,Community Food Services ,8322,Individual and Family Services
624221,Temporary Shelters ,8322,Individual and Family Services
624229,Other Community Housing Services ,8322,Individual and Family Services
624230,Emergency and Other Relief Services ,8322,Individual and Family Services
624310,Vocational Rehabilitation Services ,8331,Job Training and Related Services
624410,Child Care Services ,8351,Child Day Care Services
711110,Theater Companies and Dinner Theaters ,5812,Eating Places
711110,Theater Companies and Dinner Theaters ,7922,Theatrical Producers and Services
711120,Dance Companies ,7922,Theatrical Producers and Services
711130,Musical Groups and Artists ,7929,Entertainers and Entertainment Groups
711190,Other Performing Arts Companies ,7929,Entertainers and Entertainment Groups
711190,Other Performing Arts Companies ,7999,"Amusement and Recreation, Nec"
711211,Sports Teams and Clubs ,7941,"Sports Clubs, Managers, and Promoters"
711212,Racetracks ,7948,"Racing, Including Track Operation"
711219,Other Spectator Sports ,7948,"Racing, Including Track Operation"
711219,Other Spectator Sports ,7999,"Amusement and Recreation, Nec"
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",6512,Nonresidential Building Operators
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7389,"Business Services, Nec"
